CPU0_FREQ, CPU1_FREQ, CPU2_FREQ, CPU3_FREQ, CPU4_FREQ, CPU5_FREQ, CPU6_FREQ, CPU7_FREQ, A15_W, A7_W, MEM_W, GPU_W
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.267915, 0.395200, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.393900, 0.067928, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.395200, 0.066825, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.393900, 0.065610, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.395200, 0.065610, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.396500, 0.065610, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.393900, 0.069141, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.395200, 0.066825, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.395200, 0.068040, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.396500, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.397800, 0.066825, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.397800, 0.065502, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268660, 0.399100, 0.065610, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.395200, 0.066715, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.395200, 0.068040, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.268926, 0.396500, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.068040, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.066825, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.065610, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.065610, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.399100, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.270948, 0.397800, 0.067928, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.269937, 0.396500, 0.067928, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.269937, 0.082840, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.269937, 0.080660, 0.086265, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.081750, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.080660, 0.087480, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.087480, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.086265, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.080660, 0.083835, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.080660, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.087480, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.267915, 0.079570, 0.086265, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.079570, 0.083835, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.080660, 0.085050, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.269937, 0.080660, 0.086265, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.268926, 0.080660, 0.087480, 0.002373
