CPU0_FREQ, CPU1_FREQ, CPU2_FREQ, CPU3_FREQ, CPU4_FREQ, CPU5_FREQ, CPU6_FREQ, CPU7_FREQ, A15_W, A7_W, MEM_W, GPU_W
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.365620, 0.413400, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.348450, 0.409500, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.361580, 0.409500, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.396930, 0.413400, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.339360, 0.413400, 0.072900, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.299256, 0.404300, 0.071685, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.334310, 0.405600, 0.072780, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.355520, 0.337680, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.352490, 0.090470, 0.071567, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.351480, 0.089380, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.587366, 0.091560, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.341380, 0.090470, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.343400, 0.085020, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.445392, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.360570, 0.090470, 0.068040, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.348450, 0.090470, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.359560, 0.088290, 0.074115, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.319476, 0.089380, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.319476, 0.088290, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.315432, 0.085020, 0.071685, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.495225, 0.087200, 0.069255, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.440787, 0.091560, 0.071685, 0.002370
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.355872, 0.090470, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.608300, 0.087200, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.342390, 0.090470, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.317454, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.315432, 0.083930, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.392890, 0.089380, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.354861, 0.088290, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.352490, 0.088290, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.650292, 0.190568, 0.075330, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.334310, 0.409500, 0.071567, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.298245, 0.403000, 0.071685, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.414284, 0.404300, 0.075330, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.342390, 0.410800, 0.069141, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.361938, 0.413400, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.385820, 0.413400, 0.075330, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.343400, 0.409500, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.351480, 0.412100, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.313410, 0.406900, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.346430, 0.409500, 0.074115, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.351480, 0.412100, 0.068040, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.357540, 0.416000, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.602225, 0.413400, 0.074115, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.365620, 0.412100, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.349806, 0.413400, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.362052, 0.404300, 0.074115, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.367137, 0.404300, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.364610, 0.412100, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.350470, 0.413400, 0.071567, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.388850, 0.179025, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.349460, 0.089380, 0.074115, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.356530, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.540345, 0.089380, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.319476, 0.086110, 0.071685, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351480, 0.089380, 0.069255, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.359560, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.359560, 0.089380, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.344410, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.338685, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.329260, 0.086110, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.343400, 0.088290, 0.069255, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.371680, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.603180, 0.090470, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.350470, 0.089380, 0.070354, 0.002370
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.345420, 0.088290, 0.071685, 0.002373
