CPU0_FREQ, CPU1_FREQ, CPU2_FREQ, CPU3_FREQ, CPU4_FREQ, CPU5_FREQ, CPU6_FREQ, CPU7_FREQ, A15_W, A7_W, MEM_W, GPU_W
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.502025, 0.086110, 0.075330, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.086110, 0.068040, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.357540, 0.088128, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.617934, 0.093740, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.500346, 0.090470, 0.070470, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.346430, 0.093568, 0.070470, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.348450, 0.352800, 0.074115, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.323200, 0.408200, 0.074115, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.349460, 0.412100, 0.070470, 0.002370
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.354510, 0.410800, 0.070354, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.586810, 0.413400, 0.075330, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.640262, 0.416000, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.358550, 0.416000, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.412854, 0.412100, 0.074115, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.678468, 0.409500, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.316443, 0.409500, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.361580, 0.413400, 0.070470, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.536187, 0.416000, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.359560, 0.427700, 0.075206, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.347440, 0.414700, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.593385, 0.413400, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.324531, 0.409500, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.318465, 0.412100, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.358550, 0.416000, 0.067928, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.367640, 0.356863, 0.075206, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.093740, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.359560, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.595641, 0.090470, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.295212, 0.087200, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.452736, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.487428, 0.090470, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.357540, 0.091560, 0.070354, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.352490, 0.091560, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.656285, 0.089380, 0.075330, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.339696, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.345762, 0.090470, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.378000, 0.090470, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.363600, 0.090470, 0.071685, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.347440, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.357540, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.563633, 0.083930, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.324531, 0.083930, 0.071685, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.313410, 0.089380, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.382602, 0.090470, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.562380, 0.089380, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351480, 0.088290, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.388850, 0.090470, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.362590, 0.183327, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.304010, 0.400400, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.323520, 0.409500, 0.070354, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.394910, 0.411466, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.354510, 0.410800, 0.073993, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 1200, 0.356530, 0.416000, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.592280, 0.417300, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.355520, 0.408200, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.303300, 0.406900, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.328250, 0.416000, 0.069141, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.357540, 0.412100, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.367640, 0.413400, 0.070354, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.381024, 0.416000, 0.075206, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.351480, 0.417300, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.360570, 0.408200, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.375720, 0.404300, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.355520, 0.418600, 0.070354, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.362590, 0.412764, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.357540, 0.412100, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.386830, 0.145512, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.352839, 0.090470, 0.075206, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.336330, 0.085020, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.303300, 0.091560, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.781300, 0.091560, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.347440, 0.087200, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.355520, 0.087200, 0.072780, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.597284, 0.091560, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.346430, 0.086110, 0.071567, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.317140, 0.083930, 0.072780, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.413608, 0.096832, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.497800, 0.090470, 0.066715, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.357540, 0.089380, 0.072780, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.619360, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.485100, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.344410, 0.086110, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.307344, 0.085020, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.349460, 0.090470, 0.068040, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.355520, 0.101184, 0.077632, 0.007900
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.352490, 0.085020, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.603348, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.344410, 0.088290, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.337674, 0.089216, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.347440, 0.397800, 0.070354, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.352490, 0.410800, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.372048, 0.412100, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.388850, 0.409500, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.349460, 0.406900, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.362949, 0.412100, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.532266, 0.409500, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.356530, 0.413400, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.363600, 0.414700, 0.069141, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.363960, 0.414700, 0.071685, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.357540, 0.410800, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.617680, 0.418600, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.351480, 0.414700, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.340370, 0.405600, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.694326, 0.412100, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.348795, 0.413400, 0.067928, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.360570, 0.413400, 0.072780, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.361580, 0.421200, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.230635, 0.071567, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.347440, 0.089380, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.636431, 0.088290, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.465618, 0.086110, 0.069255, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.336663, 0.089380, 0.069141, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.676280, 0.091560, 0.071685, 0.002373
1100, 1100, 1100, 1100, 1200, 1200, 1200, 1200, 0.422508, 0.088290, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.346430, 0.100282, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.354510, 0.088290, 0.071567, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.677416, 0.087200, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.358905, 0.088290, 0.069255, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.354510, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.582862, 0.091560, 0.072780, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.360570, 0.088290, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.354510, 0.088290, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.459108, 0.086110, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.314421, 0.088290, 0.067928, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.347784, 0.089380, 0.067928, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.400970, 0.089380, 0.070354, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351480, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351480, 0.087200, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.356883, 0.085020, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.534820, 0.287170, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.306333, 0.409500, 0.070354, 0.002370
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.345420, 0.409500, 0.069141, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.349806, 0.409500, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.639740, 0.412764, 0.075206, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.352490, 0.410800, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.377740, 0.410800, 0.075206, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.369660, 0.405600, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.311388, 0.412100, 0.070354, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.329586, 0.412100, 0.070354, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.542583, 0.410800, 0.075206, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.352490, 0.413400, 0.072780, 0.002373
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.353500, 0.410800, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.632632, 0.413400, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.352490, 0.412100, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.326230, 0.409500, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.306333, 0.413400, 0.070354, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.357540, 0.416000, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.352490, 0.414700, 0.073993, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.364610, 0.340200, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.668680, 0.091392, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351828, 0.086110, 0.072900, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.436599, 0.090470, 0.069255, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.510026, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.351480, 0.089380, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.356530, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.406400, 0.089380, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.406400, 0.088290, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.348450, 0.090470, 0.070470, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.301278, 0.090470, 0.068040, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.373700, 0.088128, 0.072900, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 2000, 2000, 1200, 1200, 0.352490, 0.088290, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.587366, 0.091560, 0.075330, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.362949, 0.085020, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 2000, 2000, 0.330270, 0.086110, 0.069255, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.304010, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.613250, 0.089380, 0.071567, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.346430, 0.088290, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.459172, 0.090470, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.488990, 0.090470, 0.071685, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.340370, 0.083930, 0.070470, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.321180, 0.189895, 0.072900, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.560976, 0.413400, 0.071567, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.342390, 0.411466, 0.073993, 0.002370
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.362590, 0.413400, 0.073993, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.661200, 0.414062, 0.071685, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.349460, 0.411466, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.357540, 0.405600, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.333300, 0.408870, 0.071567, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.350470, 0.412100, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.361580, 0.413400, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.412228, 0.416000, 0.074115, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.597310, 0.416000, 0.072780, 0.002373
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.363960, 0.412100, 0.073993, 0.002370
1500, 1500, 1500, 1500, 2000, 2000, 2000, 2000, 0.354510, 0.408200, 0.072780, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.545808, 0.413400, 0.072900, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.345780, 0.415360, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.347784, 0.416000, 0.071685, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.356530, 0.419254, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.654336, 0.417956, 0.074115, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.349460, 0.085020, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.361938, 0.090470, 0.070470, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.692484, 0.090470, 0.072900, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.303300, 0.091560, 0.069255, 0.002370
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.363960, 0.091560, 0.070470, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.358550, 0.088128, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.091392, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353500, 0.087040, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.464868, 0.083930, 0.074115, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.594146, 0.091560, 0.069255, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.319476, 0.091560, 0.068040, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.405783, 0.090304, 0.075330, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.369824, 0.090304, 0.070470, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.349460, 0.091560, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.353850, 0.085020, 0.072780, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.582862, 0.085952, 0.072780, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.340707, 0.090304, 0.071567, 0.002370
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.348450, 0.088128, 0.071567, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.611618, 0.090304, 0.071685, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.345420, 0.090470, 0.071685, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.354510, 0.091392, 0.073993, 0.002370
1500, 1500, 1500, 1500, 1200, 1200, 1200, 1200, 0.369660, 0.091392, 0.071685, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.310377, 0.271846, 0.094770, 0.025280
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.344751, 0.091560, 0.089910, 0.035550
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.344410, 0.090304, 0.089910, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.490774, 0.089380, 0.091125, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.419398, 0.090470, 0.091125, 0.002370
1000, 1000, 1000, 1000, 2000, 2000, 2000, 2000, 0.351480, 0.088290, 0.092340, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.627607, 0.089216, 0.089910, 0.002373
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.337340, 0.090470, 0.089910, 0.002370
1000, 1000, 1000, 1000, 1200, 1200, 1200, 1200, 0.300267, 0.092650, 0.087480, 0.002370
